no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,required_car_parking_space,lead_time,arrival_year,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,market_segment_type_Aviation,market_segment_type_Complementary,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,booking_status_Not_Canceled,room_type_reserved,total_nights,total_people,price_per_person,is_family,stay_duration_flag,lead_time_category_8-30j,lead_time_category_31-90j,lead_time_category_91-180j,lead_time_category_181j+,meal_plan_selected
1,0,2,4,0,69,2018,6,12,0,0,0,120.0,0,0,0,0,1,0,0,1,6,1,120.0,0,0,0,1,0,0,1
2,0,0,4,0,74,2018,11,15,0,0,0,88.4,2,0,0,0,0,1,0,1,4,2,44.2,0,0,0,1,0,0,1
2,0,0,3,0,58,2018,3,31,0,0,0,90.9,1,0,0,0,0,1,1,1,3,2,45.45,0,0,0,1,0,0,1
1,0,0,2,0,0,2017,10,30,0,0,0,85.0,0,0,0,0,1,0,1,1,2,1,85.0,0,0,0,0,0,0,1
1,0,0,2,0,192,2018,6,24,0,0,0,95.0,0,0,0,0,1,0,1,1,2,1,95.0,0,0,0,0,0,1,1
2,0,2,0,0,30,2018,12,11,0,0,0,88.0,2,0,0,0,0,1,1,1,2,2,44.0,0,0,1,0,0,0,0
2,1,0,1,0,9,2018,12,16,0,0,0,106.0,1,0,0,0,0,1,1,4,1,3,35.333333333333336,1,0,1,0,0,0,1
2,0,2,6,0,172,2018,7,22,0,0,0,70.85,1,0,0,0,0,1,1,1,8,2,35.425,0,1,0,0,1,0,1
2,0,1,2,0,191,2018,6,3,0,0,0,49.5,0,0,0,0,1,0,1,1,3,2,24.75,0,0,0,0,0,1,1
2,0,1,4,0,39,2018,11,9,0,0,0,140.08,0,0,0,0,0,1,1,4,5,2,70.04,0,0,0,1,0,0,1
2,0,2,1,0,42,2018,3,5,0,0,0,126.0,1,0,0,0,0,1,1,4,3,2,63.0,0,0,0,1,0,0,1
2,0,1,3,0,59,2018,11,21,0,0,0,74.8,1,0,0,0,0,1,1,1,4,2,37.4,0,0,0,1,0,0,0
3,0,1,2,0,40,2018,7,15,0,0,0,174.3,1,0,0,0,0,1,1,4,3,3,58.1,0,0,0,1,0,0,1
2,0,1,2,0,35,2017,10,30,0,0,0,70.0,0,0,0,0,1,0,1,4,3,2,35.0,0,0,0,1,0,0,1
3,0,2,0,0,78,2018,9,11,0,0,0,160.08,1,0,0,0,0,1,1,6,2,3,53.36000000000001,0,0,0,1,0,0,1
2,0,1,3,0,182,2018,10,6,0,0,0,122.4,1,0,0,0,0,1,0,4,4,2,61.2,0,0,0,0,0,1,1
2,1,1,1,0,35,2018,9,26,0,0,0,133.2,1,0,0,0,0,1,0,1,2,3,44.4,1,0,0,1,0,0,1
2,0,2,5,0,31,2018,3,17,0,0,0,63.0,0,0,0,0,1,0,1,1,7,2,31.5,0,0,0,1,0,0,1
2,0,1,2,0,36,2018,1,29,0,0,0,53.97,1,0,0,0,0,1,1,1,3,2,26.985,0,0,0,1,0,0,0
2,0,1,3,0,123,2017,7,13,0,0,0,76.5,0,0,0,0,0,1,0,1,4,2,38.25,0,0,0,0,1,0,1
2,1,1,2,0,138,2018,7,25,0,0,0,121.5,1,0,0,0,0,1,1,1,3,3,40.5,1,0,0,0,1,0,1
2,0,1,2,0,95,2018,8,1,0,0,0,107.1,0,0,0,0,0,1,0,1,3,2,53.55,0,0,0,0,1,0,0
2,0,2,3,0,235,2018,8,12,0,0,0,90.95,1,0,0,0,0,1,0,1,5,2,45.475,0,0,0,0,0,1,1
2,0,2,2,0,115,2018,8,26,0,0,0,131.4,0,0,0,0,0,1,0,4,4,2,65.7,0,0,0,0,1,0,1
2,0,0,1,0,105,2018,4,6,0,0,0,75.0,0,0,0,0,1,0,0,1,1,2,37.5,0,0,0,0,1,0,1
2,0,2,2,0,12,2018,11,12,0,0,0,100.94,3,0,0,0,0,1,1,1,4,2,50.47,0,0,1,0,0,0,1
3,0,2,1,0,54,2018,10,9,0,0,0,146.92,2,0,0,0,0,1,1,6,3,3,48.97333333333333,0,0,0,1,0,0,1
1,0,0,1,0,99,2018,2,19,0,0,0,81.0,0,0,0,1,0,0,1,1,1,1,81.0,0,0,0,0,1,0,1
2,0,1,3,0,89,2018,4,4,0,0,0,82.45,0,0,0,0,0,1,1,1,4,2,41.225,0,0,0,1,0,0,1
2,0,0,3,0,28,2018,7,7,0,0,0,134.37,1,0,0,0,0,1,1,1,3,2,67.185,0,0,1,0,0,0,0
3,0,2,2,0,36,2018,10,9,0,0,0,171.9,3,0,0,0,0,1,1,4,4,3,57.3,0,0,0,1,0,0,1
2,0,0,2,0,102,2017,10,16,0,0,0,109.0,0,0,0,0,1,0,1,1,2,2,54.5,0,0,0,0,1,0,1
2,0,2,3,0,259,2018,10,2,0,0,0,96.1,0,0,0,0,0,1,0,1,5,2,48.05,0,0,0,0,0,1,1
1,0,0,1,0,25,2018,11,29,0,0,0,75.2,0,0,0,0,0,1,1,1,1,1,75.2,0,0,1,0,0,0,1
2,0,2,2,0,16,2018,12,24,0,0,0,98.6,1,0,0,0,0,1,1,4,4,2,49.3,0,0,1,0,0,0,1
3,0,2,1,0,19,2018,8,14,0,0,0,191.0,1,0,0,0,0,1,0,4,3,3,63.66666666666666,0,0,1,0,0,0,1
2,0,0,2,1,0,2018,12,23,0,0,0,89.0,2,0,0,0,0,1,1,1,2,2,44.5,0,0,0,0,0,0,1
2,0,0,1,0,129,2018,7,6,0,0,0,112.5,0,0,0,0,0,1,0,1,1,2,56.25,0,0,0,0,1,0,0
2,0,1,1,0,247,2018,6,6,0,0,0,115.0,1,0,0,0,1,0,0,1,2,2,57.5,0,0,0,0,0,1,1
1,0,1,2,0,6,2017,10,19,0,0,0,136.0,1,0,0,0,0,1,1,4,3,1,136.0,0,0,0,0,0,0,1
1,0,0,3,0,8,2018,3,1,0,0,0,56.0,0,0,0,0,1,0,1,1,3,1,56.0,0,0,1,0,0,0,1
3,0,0,1,0,4,2018,3,26,0,0,0,187.0,1,0,0,0,0,1,1,4,1,3,62.333333333333336,0,0,0,0,0,0,1
2,1,2,4,0,76,2018,10,12,0,0,0,135.0,1,0,0,0,0,1,0,1,6,3,45.0,1,0,0,1,0,0,1
2,0,2,2,0,95,2018,7,15,0,0,0,79.56,0,0,0,0,1,0,1,1,4,2,39.78,0,0,0,0,1,0,1
2,0,0,1,0,5,2018,4,19,0,0,0,89.0,0,0,0,0,0,1,1,1,1,2,44.5,0,0,0,0,0,0,0
2,0,1,4,0,106,2018,7,13,0,0,0,72.25,0,0,0,0,1,0,1,1,5,2,36.125,0,0,0,0,1,0,1
2,0,1,2,0,49,2018,6,3,0,0,0,131.4,0,0,0,0,0,1,0,4,3,2,65.7,0,0,0,1,0,0,1
1,0,0,1,0,11,2018,1,28,0,0,0,57.98,1,0,0,0,0,1,1,1,1,1,57.98,0,0,1,0,0,0,0
2,0,0,3,0,193,2017,10,15,0,0,0,65.0,0,0,0,0,1,0,0,1,3,2,32.5,0,0,0,0,0,1,1
2,0,0,1,0,24,2017,10,2,0,0,0,111.6,0,0,0,0,1,0,1,1,1,2,55.8,0,0,1,0,0,0,1
2,0,1,2,0,89,2018,5,9,0,0,0,75.0,0,0,0,0,1,0,1,1,3,2,37.5,0,0,0,1,0,0,1
3,0,0,3,0,8,2018,2,4,0,0,0,127.0,0,0,0,0,0,1,0,1,3,3,42.333333333333336,0,0,1,0,0,0,1
2,0,2,0,0,73,2018,12,4,0,0,0,75.0,0,0,0,0,1,0,1,1,2,2,37.5,0,0,0,1,0,0,1
0,2,0,5,0,123,2018,4,12,0,0,0,81.5,1,0,0,0,0,1,1,2,5,2,40.75,1,0,0,0,1,0,1
2,0,0,4,0,84,2018,4,27,0,0,0,105.4,1,0,0,0,0,1,1,1,4,2,52.7,0,0,0,1,0,0,1
2,0,0,2,0,286,2018,9,16,0,0,0,117.0,1,0,0,0,1,0,0,1,2,2,58.5,0,0,0,0,0,1,1
2,0,0,2,0,83,2018,4,7,0,0,0,96.3,1,0,0,0,0,1,1,1,2,2,48.15,0,0,0,1,0,0,1
1,0,1,0,1,6,2018,9,26,0,0,0,65.0,0,0,0,1,0,0,1,1,1,1,65.0,0,0,0,0,0,0,1
2,0,2,5,0,65,2018,9,15,0,0,0,149.4,3,0,0,0,0,1,1,4,7,2,74.7,0,0,0,1,0,0,1
2,0,0,3,0,9,2018,4,20,0,0,0,95.0,0,0,0,0,1,0,1,1,3,2,47.5,0,0,1,0,0,0,1
1,0,1,0,0,13,2018,12,5,0,0,0,96.0,0,0,0,0,0,1,1,1,1,1,96.0,0,0,1,0,0,0,1
3,0,0,3,0,147,2018,6,2,0,0,0,124.0,1,0,0,0,1,0,0,1,3,3,41.333333333333336,0,0,0,0,1,0,1
2,0,2,1,0,13,2018,9,25,0,0,0,129.0,2,0,0,0,0,1,1,1,3,2,64.5,0,0,1,0,0,0,0
2,0,0,4,0,92,2017,12,22,0,0,0,60.0,0,0,0,0,1,0,1,4,4,2,30.0,0,0,0,0,1,0,1
1,0,0,1,0,67,2018,7,26,0,0,0,95.0,0,0,0,0,1,0,1,1,1,1,95.0,0,0,0,1,0,0,1
1,0,4,6,0,3,2018,5,1,0,0,0,110.0,0,1,0,0,0,0,0,4,10,1,110.0,0,1,0,0,0,0,1
2,0,0,1,0,3,2018,1,14,1,11,4,83.9,1,0,0,0,0,1,1,1,1,2,41.95,0,0,0,0,0,0,1
2,0,1,2,0,200,2018,9,19,0,0,0,161.1,2,0,0,0,0,1,0,1,3,2,80.55,0,0,0,0,0,1,1
2,0,0,5,0,10,2018,3,1,0,0,0,118.8,0,0,0,0,0,1,1,4,5,2,59.4,0,0,1,0,0,0,1
2,0,0,2,0,13,2017,8,25,0,0,0,90.0,1,0,0,0,0,1,1,1,2,2,45.0,0,0,1,0,0,0,1
2,0,0,3,0,304,2018,11,3,0,0,0,89.0,0,0,0,0,1,0,0,1,3,2,44.5,0,0,0,0,0,1,1
2,0,0,2,0,28,2018,4,21,0,0,0,109.0,1,0,0,0,0,1,1,1,2,2,54.5,0,0,1,0,0,0,1
3,0,0,1,0,63,2018,6,11,0,0,0,159.3,0,0,0,0,0,1,0,4,1,3,53.1,0,0,0,1,0,0,1
2,0,2,3,0,26,2018,10,16,0,0,0,119.0,1,0,0,0,0,1,0,1,5,2,59.5,0,0,1,0,0,0,0
1,0,1,3,0,118,2018,6,6,0,0,0,110.0,0,0,0,0,1,0,1,1,4,1,110.0,0,0,0,0,1,0,1
1,0,0,2,0,188,2018,6,15,0,0,0,130.0,0,0,0,0,1,0,0,1,2,1,130.0,0,0,0,0,0,1,1
2,0,2,2,0,174,2018,8,12,0,0,0,99.45,1,0,0,0,0,1,1,1,4,2,49.725,0,0,0,0,1,0,1
2,0,1,2,0,57,2018,4,11,0,0,0,105.3,0,0,0,0,0,1,0,1,3,2,52.65,0,0,0,1,0,0,1
2,0,1,2,1,96,2018,4,18,0,0,0,96.3,1,0,0,0,0,1,1,1,3,2,48.15,0,0,0,0,1,0,1
2,0,0,2,0,102,2017,10,16,0,0,0,101.5,0,0,0,0,1,0,0,1,2,2,50.75,0,0,0,0,1,0,1
1,0,0,2,0,64,2018,5,17,0,0,0,130.0,0,0,0,1,0,0,1,1,2,1,130.0,0,0,0,1,0,0,1
2,0,3,6,0,140,2017,8,10,0,0,0,76.5,2,0,0,0,0,1,1,1,9,2,38.25,0,1,0,0,1,0,1
3,0,1,3,0,100,2018,8,25,0,0,0,150.3,1,0,0,0,0,1,1,4,4,3,50.1,0,0,0,0,1,0,1
2,0,0,1,0,112,2018,9,8,0,0,0,129.6,0,0,0,0,0,1,0,1,1,2,64.8,0,0,0,0,1,0,1
2,0,0,4,0,245,2018,9,28,0,0,0,80.75,0,0,0,0,1,0,1,1,4,2,40.375,0,0,0,0,0,1,1
1,0,2,0,0,2,2017,10,18,1,0,1,65.0,0,0,0,1,0,0,1,1,2,1,65.0,0,0,0,0,0,0,1
2,0,0,1,1,5,2018,8,17,0,0,0,127.0,2,0,0,0,0,1,1,1,1,2,63.5,0,0,0,0,0,0,0
2,0,2,1,0,179,2018,10,1,0,0,0,108.9,1,0,0,0,0,1,0,1,3,2,54.45,0,0,0,0,1,0,1
2,0,2,3,0,20,2018,9,24,0,0,0,145.0,1,0,0,0,0,1,1,1,5,2,72.5,0,0,1,0,0,0,1
2,0,0,2,0,39,2017,8,14,0,0,0,101.5,0,0,0,0,1,0,1,1,2,2,50.75,0,0,0,1,0,0,1
1,0,0,3,0,15,2018,2,18,0,0,0,86.0,0,0,0,0,1,0,1,1,3,1,86.0,0,0,1,0,0,0,1
2,0,0,2,0,175,2018,7,13,0,0,0,96.3,1,0,0,0,0,1,1,1,2,2,48.15,0,0,0,0,1,0,1
2,0,0,1,0,29,2018,8,30,0,0,0,122.0,2,0,0,0,0,1,1,1,1,2,61.0,0,0,1,0,0,0,1
1,0,2,1,0,5,2018,1,24,0,0,0,63.4,1,0,0,0,0,1,1,4,3,1,63.4,0,0,0,0,0,0,1
1,0,0,1,0,17,2018,6,23,0,0,0,95.0,1,0,0,0,0,1,0,1,1,1,95.0,0,0,1,0,0,0,1
2,0,1,0,0,31,2018,9,11,0,0,0,125.1,2,0,0,0,0,1,1,1,1,2,62.55,0,0,0,1,0,0,0
1,0,1,0,0,4,2018,4,18,0,0,0,132.40153846153845,2,0,0,0,0,1,1,5,1,1,132.40153846153845,0,0,0,0,0,0,1
2,0,1,2,0,29,2018,8,15,0,0,0,129.73,1,0,0,0,0,1,0,1,3,2,64.865,0,0,1,0,0,0,0
2,0,0,4,0,21,2018,11,1,0,0,0,102.0,1,0,0,0,0,1,1,1,4,2,51.0,0,0,1,0,0,0,1
2,0,0,3,0,230,2018,10,19,0,0,0,96.3,0,0,0,0,0,1,0,1,3,2,48.15,0,0,0,0,0,1,1
1,0,2,0,0,11,2017,12,13,1,0,1,66.99,1,0,0,0,0,1,1,1,2,1,66.99,0,0,1,0,0,0,1
1,0,2,4,0,64,2017,10,1,0,0,0,100.0,0,0,0,0,1,0,1,1,6,1,100.0,0,0,0,1,0,0,1
2,0,0,2,0,21,2018,1,29,0,0,0,80.3,1,0,0,0,0,1,1,1,2,2,40.15,0,0,1,0,0,0,1
1,0,0,3,0,11,2018,6,14,0,0,0,90.0,0,0,0,1,0,0,1,4,3,1,90.0,0,0,1,0,0,0,1
2,0,0,3,0,87,2018,4,14,0,0,0,96.3,0,0,0,0,0,1,0,1,3,2,48.15,0,0,0,1,0,0,1
2,0,1,2,0,62,2018,3,14,0,0,0,60.29,1,0,0,0,0,1,1,1,3,2,30.145,0,0,0,1,0,0,1
2,0,0,1,0,1,2018,5,12,0,0,0,85.0,0,0,0,0,1,0,1,1,1,2,42.5,0,0,0,0,0,0,0
2,2,2,1,0,9,2018,11,26,0,0,0,150.07,0,0,0,0,0,1,1,6,3,4,37.5175,1,0,1,0,0,0,1
1,0,1,3,0,113,2018,5,9,0,0,0,89.25,0,0,0,0,0,1,0,1,4,1,89.25,0,0,0,0,1,0,1
2,0,1,0,0,2,2017,12,13,0,0,0,97.2727575083911,1,0,1,0,0,0,1,1,1,2,48.63637875419555,0,0,0,0,0,0,1
2,0,1,0,0,263,2017,9,21,0,0,0,67.0,0,0,0,0,1,0,1,1,1,2,33.5,0,0,0,0,0,1,1
2,0,2,1,0,127,2017,8,16,0,0,0,63.75,1,0,0,0,1,0,0,1,3,2,31.875,0,0,0,0,1,0,1
2,2,3,5,0,7,2018,9,25,0,0,0,251.5,0,0,0,0,0,1,0,6,8,4,62.875,1,1,0,0,0,0,1
2,0,1,4,0,37,2018,2,10,0,0,0,80.3,1,0,0,0,0,1,1,1,5,2,40.15,0,0,0,1,0,0,1
3,0,0,2,0,80,2017,10,9,0,0,0,160.0,0,0,0,0,1,0,1,4,2,3,53.333333333333336,0,0,0,1,0,0,1
2,0,2,1,0,110,2018,4,9,0,0,0,93.3,0,0,0,0,0,1,1,1,3,2,46.65,0,0,0,0,1,0,1
2,0,1,2,0,418,2018,9,26,0,0,0,75.0,0,0,0,0,1,0,0,1,3,2,37.5,0,0,0,0,0,1,1
1,0,1,3,0,209,2018,9,29,0,0,0,111.35,0,0,0,0,0,1,0,1,4,1,111.35,0,0,0,0,0,1,1
3,0,1,1,0,52,2018,10,17,0,0,0,158.4,2,0,0,0,0,1,1,4,2,3,52.8,0,0,0,1,0,0,1
2,0,0,3,0,158,2018,4,12,0,0,0,107.0,0,0,0,0,0,1,0,1,3,2,53.5,0,0,0,0,1,0,1
2,0,0,3,0,169,2018,7,13,0,0,0,94.5,1,0,0,0,0,1,1,1,3,2,47.25,0,0,0,0,1,0,0
2,0,2,1,0,202,2018,10,22,0,0,0,109.8,0,0,0,0,0,1,0,4,3,2,54.9,0,0,0,0,0,1,1
1,0,0,1,0,4,2018,3,11,0,0,0,99.0,0,0,0,1,0,0,1,1,1,1,99.0,0,0,0,0,0,0,1
1,0,0,1,0,34,2018,3,23,0,0,0,112.5,0,0,0,0,0,1,0,4,1,1,112.5,0,0,0,1,0,0,1
2,0,2,5,0,83,2018,4,20,0,0,0,80.75,0,0,0,0,1,0,1,1,7,2,40.375,0,0,0,1,0,0,1
2,0,0,2,0,86,2017,9,24,0,0,0,120.0,0,0,0,0,1,0,1,1,2,2,60.0,0,0,0,1,0,0,1
2,0,0,2,0,4,2018,9,13,0,0,0,124.36,0,0,0,0,0,1,0,4,2,2,62.18,0,0,0,0,0,0,1
2,0,1,1,0,40,2017,10,5,0,0,0,70.0,0,0,0,0,1,0,1,1,2,2,35.0,0,0,0,1,0,0,1
2,1,1,0,0,2,2018,2,8,0,0,0,109.0,1,0,0,0,0,1,1,1,1,3,36.333333333333336,1,0,0,0,0,0,1
3,0,2,1,0,196,2018,8,28,0,0,0,128.7,0,0,0,0,0,1,0,4,3,3,42.9,0,0,0,0,0,1,1
2,0,0,2,0,30,2018,3,4,0,0,0,88.4,0,0,0,0,0,1,1,1,2,2,44.2,0,0,1,0,0,0,1
2,0,2,3,0,16,2018,8,28,0,0,0,107.0,0,0,0,0,1,0,1,4,5,2,53.5,0,0,1,0,0,0,1
2,0,0,4,0,35,2018,11,16,0,0,0,88.4,1,0,0,0,0,1,1,1,4,2,44.2,0,0,0,1,0,0,1
2,0,0,1,0,16,2018,12,3,0,0,0,159.0,4,0,0,0,0,1,1,4,1,2,79.5,0,0,1,0,0,0,1
2,0,4,5,0,89,2018,6,26,0,0,0,110.3,0,0,0,0,0,1,0,1,9,2,55.15,0,1,0,1,0,0,1
1,0,1,1,0,3,2018,9,26,0,0,0,166.25,0,0,0,1,0,0,1,5,2,1,166.25,0,0,0,0,0,0,1
2,0,1,1,0,33,2018,5,2,0,0,0,126.9,0,0,0,0,0,1,0,1,2,2,63.45,0,0,0,1,0,0,1
2,0,0,1,0,443,2018,4,29,0,0,0,65.0,0,0,0,0,1,0,0,1,1,2,32.5,0,0,0,0,0,1,1
3,0,1,2,0,83,2018,11,4,0,0,0,122.4,2,0,0,0,0,1,1,4,3,3,40.8,0,0,0,1,0,0,1
2,0,1,0,0,0,2017,8,3,0,0,0,97.2727575083911,0,0,1,0,0,0,1,1,1,2,48.63637875419555,0,0,0,0,0,0,1
2,0,0,2,0,39,2017,8,14,0,0,0,109.0,0,0,0,0,1,0,1,1,2,2,54.5,0,0,0,1,0,0,1
2,0,0,4,0,23,2018,2,10,0,0,0,72.8,0,0,0,0,0,1,0,1,4,2,36.4,0,0,1,0,0,0,1
2,0,0,1,0,72,2017,9,18,0,0,0,108.0,0,0,0,0,1,0,1,1,1,2,54.0,0,0,0,1,0,0,1
2,0,2,3,0,118,2018,4,30,0,0,0,97.75,1,0,0,0,0,1,1,1,5,2,48.875,0,0,0,0,1,0,1
1,0,2,4,0,245,2018,7,6,0,0,0,110.0,0,0,0,0,1,0,0,1,6,1,110.0,0,0,0,0,0,1,1
2,0,0,2,0,39,2017,8,14,0,0,0,101.5,0,0,0,0,1,0,1,1,2,2,50.75,0,0,0,1,0,0,1
3,0,2,3,0,102,2018,6,12,0,0,0,150.15,0,0,0,0,0,1,1,4,5,3,50.05,0,0,0,0,1,0,1
2,0,2,2,0,208,2018,7,30,0,0,0,80.75,0,0,0,0,0,1,0,1,4,2,40.375,0,0,0,0,0,1,0
2,0,1,2,0,273,2018,5,13,0,0,0,95.0,0,0,0,0,1,0,0,1,3,2,47.5,0,0,0,0,0,1,1
1,0,2,4,0,245,2018,7,6,0,0,0,110.0,0,0,0,0,1,0,0,1,6,1,110.0,0,0,0,0,0,1,1
2,0,2,4,0,194,2018,10,8,0,0,0,105.6,1,0,0,0,0,1,0,1,6,2,52.8,0,0,0,0,0,1,0
1,0,0,1,0,0,2018,11,29,0,0,0,65.0,0,0,0,1,0,0,1,1,1,1,65.0,0,0,0,0,0,0,1
2,0,0,1,0,35,2017,12,26,0,0,0,77.25,2,0,0,0,0,1,1,2,1,2,38.625,0,0,0,1,0,0,1
1,0,1,2,0,3,2017,10,12,1,0,1,65.0,0,0,0,1,0,0,1,1,3,1,65.0,0,0,0,0,0,0,1
2,0,0,2,0,80,2017,10,9,0,0,0,136.0,0,0,0,0,1,0,1,4,2,2,68.0,0,0,0,1,0,0,1
3,0,1,3,0,90,2018,12,26,0,0,0,127.71,3,0,0,0,0,1,1,4,4,3,42.57,0,0,0,1,0,0,1
2,0,1,2,0,65,2017,10,19,0,0,0,111.0,0,0,0,0,0,1,1,1,3,2,55.5,0,0,0,1,0,0,1
1,0,1,1,0,60,2018,4,30,0,0,0,121.5,0,0,0,0,0,1,0,1,2,1,121.5,0,0,0,1,0,0,1
1,0,0,3,0,64,2018,5,17,0,0,0,130.0,0,0,0,1,0,0,1,1,3,1,130.0,0,0,0,1,0,0,1
2,0,0,3,0,1,2018,3,15,0,0,0,111.0,0,0,0,0,1,0,1,4,3,2,55.5,0,0,0,0,0,0,1
3,0,0,2,0,47,2018,6,22,0,0,0,134.1,0,0,0,0,0,1,0,4,2,3,44.7,0,0,0,1,0,0,1
2,0,2,0,0,144,2018,6,26,0,0,0,85.5,1,0,0,0,0,1,1,1,2,2,42.75,0,0,0,0,1,0,0
2,0,1,2,0,62,2018,3,4,0,0,0,80.3,0,0,0,0,0,1,0,1,3,2,40.15,0,0,0,1,0,0,1
2,0,0,3,0,50,2018,1,14,0,0,0,52.0,1,0,0,0,1,0,1,1,3,2,26.0,0,0,0,1,0,0,1
2,0,2,2,0,99,2017,10,30,0,0,0,65.0,0,0,0,0,1,0,0,1,4,2,32.5,0,0,0,0,1,0,1
2,0,0,3,0,143,2018,8,25,0,0,0,100.0,0,0,0,0,1,0,1,1,3,2,50.0,0,0,0,0,1,0,1
1,0,0,2,0,5,2018,5,24,0,0,0,100.0,0,0,0,1,0,0,1,1,2,1,100.0,0,0,0,0,0,0,1
2,0,0,2,0,292,2018,7,21,0,0,0,115.0,0,0,0,0,1,0,0,1,2,2,57.5,0,0,0,0,0,1,1
2,0,2,2,0,175,2017,9,11,0,0,0,93.5,2,0,0,0,0,1,1,1,4,2,46.75,0,0,0,0,1,0,1
1,0,2,1,0,122,2018,3,27,0,0,0,86.0,0,0,0,0,1,0,1,1,3,1,86.0,0,0,0,0,1,0,1
2,0,1,3,0,78,2018,12,8,0,0,0,88.4,1,0,0,0,0,1,1,1,4,2,44.2,0,0,0,1,0,0,1
2,0,2,1,0,66,2018,12,24,0,0,0,79.0,1,0,0,0,0,1,1,4,3,2,39.5,0,0,0,1,0,0,1
2,0,1,2,0,147,2018,8,22,0,0,0,118.8,0,0,0,0,0,1,0,4,3,2,59.4,0,0,0,0,1,0,1
2,0,2,3,0,189,2018,7,30,0,0,0,90.95,1,0,0,0,0,1,1,1,5,2,45.475,0,0,0,0,0,1,1
1,0,0,1,0,0,2018,1,21,1,0,2,76.0,0,0,0,1,0,0,1,1,1,1,76.0,0,0,0,0,0,0,1
2,0,0,4,0,0,2018,11,16,0,0,0,59.94,0,0,0,0,0,1,1,1,4,2,29.97,0,0,0,0,0,0,0
1,0,2,2,0,77,2018,4,16,0,0,0,95.2,1,0,0,0,0,1,1,1,4,1,95.2,0,0,0,1,0,0,1
2,0,1,2,0,67,2018,9,5,0,0,0,75.54,1,0,0,0,0,1,1,1,3,2,37.77,0,0,0,1,0,0,1
2,0,0,3,0,30,2018,1,28,0,0,0,67.5,1,0,0,0,0,1,1,1,3,2,33.75,0,0,1,0,0,0,0
2,2,0,3,0,15,2018,7,26,0,0,0,225.2,2,0,0,0,0,1,1,7,3,4,56.3,1,0,1,0,0,0,1
1,0,0,2,1,37,2017,9,16,0,0,0,85.5,0,0,0,0,0,1,1,1,2,1,85.5,0,0,0,1,0,0,1
1,0,0,2,0,6,2018,7,21,0,0,0,93.0,2,0,0,1,0,0,1,1,2,1,93.0,0,0,0,0,0,0,1
2,0,0,3,0,58,2018,4,12,0,0,0,100.48,0,0,0,0,0,1,1,5,3,2,50.24,0,0,0,1,0,0,1
2,0,0,3,0,84,2018,10,26,0,0,0,90.9,1,0,0,0,0,1,1,1,3,2,45.45,0,0,0,1,0,0,1
1,0,1,2,0,290,2018,12,12,0,0,0,106.0,0,0,0,1,0,0,1,5,3,1,106.0,0,0,0,0,0,1,1
1,0,1,3,0,35,2018,11,7,0,0,0,199.0,2,0,0,0,0,1,1,1,4,1,199.0,0,0,0,1,0,0,1
2,0,0,2,0,10,2017,9,22,0,0,0,114.0,2,0,0,0,0,1,1,1,2,2,57.0,0,0,1,0,0,0,0
2,0,0,2,0,70,2018,2,5,0,0,0,69.5,0,0,0,0,0,1,1,1,2,2,34.75,0,0,0,1,0,0,0
2,0,1,0,0,82,2018,6,27,0,0,0,96.3,0,0,0,0,0,1,0,1,1,2,48.15,0,0,0,1,0,0,1
2,0,0,2,0,64,2018,10,25,0,0,0,80.1,0,0,0,0,0,1,1,1,2,2,40.05,0,0,0,1,0,0,0
1,0,0,2,0,164,2017,10,2,0,0,0,100.0,0,0,0,0,1,0,1,1,2,1,100.0,0,0,0,0,1,0,1
2,0,1,0,0,30,2018,11,14,0,0,0,88.0,1,0,0,0,0,1,1,1,1,2,44.0,0,0,1,0,0,0,0
2,0,2,4,0,95,2018,7,14,0,0,0,118.8,1,0,0,0,0,1,1,4,6,2,59.4,0,0,0,0,1,0,1
2,0,0,1,0,13,2017,9,16,0,0,0,98.4,0,0,0,0,0,1,1,1,1,2,49.2,0,0,1,0,0,0,1
2,0,2,1,0,4,2018,11,13,0,0,0,111.0,1,0,0,0,0,1,1,1,3,2,55.5,0,0,0,0,0,0,1
2,0,0,2,0,6,2018,2,5,0,0,0,106.0,0,0,0,0,0,1,0,4,2,2,53.0,0,0,0,0,0,0,1
2,0,1,2,0,108,2018,5,2,0,0,0,94.5,1,0,0,0,0,1,1,1,3,2,47.25,0,0,0,0,1,0,0
2,0,1,1,0,2,2018,4,11,0,0,0,104.0,1,0,0,0,0,1,1,1,2,2,52.0,0,0,0,0,0,0,0
1,0,0,1,0,0,2018,5,24,0,0,0,135.0,0,0,0,0,0,1,0,1,1,1,135.0,0,0,0,0,0,0,1
1,0,1,3,0,10,2018,11,7,0,0,0,79.0,0,1,0,0,0,0,0,1,4,1,79.0,0,0,1,0,0,0,1
2,0,0,3,0,33,2017,9,15,0,0,0,94.5,2,0,0,0,0,1,1,1,3,2,47.25,0,0,0,1,0,0,1
2,0,1,0,0,141,2017,9,20,0,0,0,90.0,0,0,0,0,1,0,0,1,1,2,45.0,0,0,0,0,1,0,1
2,0,1,5,0,18,2018,2,22,0,0,0,50.33,0,0,0,0,1,0,1,1,6,2,25.165,0,0,1,0,0,0,1
